identity_line_item_id,identity_time_interval,bill_bill_type,bill_billing_entity,bill_billing_period_end_date,bill_billing_period_start_date,bill_invoice_id,bill_invoicing_entity,bill_payer_account_id,bill_payer_account_name,line_item_availability_zone,line_item_blended_cost,line_item_blended_rate,line_item_currency_code,line_item_line_item_description,line_item_line_item_type,line_item_net_unblended_cost,line_item_net_unblended_rate,line_item_operation,line_item_product_code,line_item_resource_id,line_item_usage_account_id,line_item_usage_account_name,line_item_usage_amount,line_item_usage_end_date,line_item_usage_start_date,line_item_usage_type,pricing_public_on_demand_cost,pricing_public_on_demand_rate,pricing_term,pricing_unit,product_product_name,product_region,product_instance_type,product_instance_type_family,product_operating_system,product_vcpu,product_memory,resource_tags
lid-00001347,2025-11-07T00:00:00Z/2025-11-08T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1a,0.9033781516,0.0333333333,USD,$0.0333 per Lambda-GB-Second for Function in eu-west-1,Usage,0.8582092440,0.0316666667,Invoke,AWSLambda,arn:aws:lambda:eu-west-1:999000111222:Function-4098,999000111222,Data Platform,27.1013445473,2025-11-08T00:00:00Z,2025-11-07T00:00:00Z,EUW1-Lambda-GB-Second:Function,1.0388848743,0.0383333333,OnDemand,Lambda-GB-Second,AWS Lambda,eu-west-1,Function,,,,512 MB,"{""Environment"": ""dev"", ""Team"": ""ml-ops""}"
lid-00001076,2025-10-30T00:00:00Z/2025-10-31T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1c,28.8408748794,1.0920000000,USD,$1.0920 per Hrs for ra3.xlplus in eu-west-1,Usage,27.3988311355,1.0374000000,CreateCluster,AmazonRedshift,arn:aws:redshift:eu-west-1:555666777888:ra3-xlplus-6927,555666777888,Staging,26.4110575819,2025-10-31T00:00:00Z,2025-10-30T00:00:00Z,EUW1-Node:ra3.xlplus,33.1670061113,1.2558000000,OnDemand,Hrs,Amazon Redshift,eu-west-1,ra3.xlplus,RA3,,4,32 GiB,"{""Environment"": ""production"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001"", ""Project"": ""data-pipeline""}"
lid-00002214,2025-12-01T00:00:00Z/2025-12-02T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1c,5.9198352065,0.2300000000,USD,$0.2300 per Hrs for ml.m5.xlarge in us-east-1,Usage,5.6238434462,0.2185000000,CreateNotebookInstance,AmazonSageMaker,arn:aws:sagemaker:us-east-1:999000111222:ml-m5-xlarge-9715,999000111222,Data Platform,25.7384139414,2025-12-02T00:00:00Z,2025-12-01T00:00:00Z,USE1-Notebook:ml.m5.xlarge,6.8078104875,0.2645000000,OnDemand,Hrs,Amazon SageMaker,us-east-1,ml.m5.xlarge,General purpose,,4,16 GiB,"{""Environment"": ""dev"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001""}"
lid-00001345,2025-11-07T00:00:00Z/2025-11-08T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1a,0.9811763276,0.0333333333,USD,$0.0333 per Lambda-GB-Second for Function in ap-southeast-1,Usage,0.9321175113,0.0316666667,Invoke,AWSLambda,arn:aws:lambda:ap-southeast-1:555666777888:Function-4107,555666777888,Staging,29.4352898290,2025-11-08T00:00:00Z,2025-11-07T00:00:00Z,APS1-Lambda-GB-Second:Function,1.1283527768,0.0383333333,OnDemand,Lambda-GB-Second,AWS Lambda,ap-southeast-1,Function,,,,512 MB,"{""Environment"": ""production"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001"", ""Project"": ""data-pipeline""}"
lid-00000059,2025-10-02T00:00:00Z/2025-10-03T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1a,7.7750117105,0.3000000000,USD,$0.3000 per Hrs for Cluster in ap-southeast-1,Usage,7.3862611250,0.2850000000,CreateCluster,AmazonEKS,arn:aws:eks:ap-southeast-1:555666777888:Cluster-3900,555666777888,Staging,25.9167057016,2025-10-03T00:00:00Z,2025-10-02T00:00:00Z,APS1-AmazonEKS-Hours:perCluster:Cluster,8.9412634671,0.3450000000,OnDemand,Hrs,Amazon Elastic Kubernetes Service,ap-southeast-1,Cluster,,,,,"{""Environment"": ""production"", ""Team"": ""ml-ops"", ""CostCenter"": ""CC-3001"", ""Project"": ""recommendation-engine""}"
lid-00002480,2025-12-09T00:00:00Z/2025-12-10T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1b,1.6096731241,0.0625000000,USD,$0.0625 per Lambda-GB-Second for Function in ap-southeast-1,Usage,1.5291894679,0.0593750000,Invoke,AWSLambda,arn:aws:lambda:ap-southeast-1:111222333444:Function-1395,111222333444,Production,25.7547699861,2025-12-10T00:00:00Z,2025-12-09T00:00:00Z,APS1-Lambda-GB-Second:Function,1.8511240928,0.0718750000,OnDemand,Lambda-GB-Second,AWS Lambda,ap-southeast-1,Function,,,,1024 MB,{}
lid-00002254,2025-12-03T00:00:00Z/2025-12-04T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-central-1a,10.1991465054,0.3840000000,USD,$0.3840 per Hrs for m5.2xlarge in eu-central-1,Usage,9.6891891802,0.3648000000,RunInstances,AmazonEC2,arn:aws:ec2:eu-central-1:111222333444:m5-2xlarge-5030,111222333444,Production,26.5602773579,2025-12-04T00:00:00Z,2025-12-03T00:00:00Z,EUC1-BoxUsage:m5.2xlarge,11.7290184813,0.4416000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,eu-central-1,m5.2xlarge,General purpose,Linux,8,32 GiB,{}
lid-00001851,2025-11-21T00:00:00Z/2025-11-22T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1c,1.3757204771,0.0625000000,USD,$0.0625 per Lambda-GB-Second for Function in eu-west-1,Usage,1.3069344532,0.0593750000,Invoke,AWSLambda,arn:aws:lambda:eu-west-1:111222333444:Function-4949,111222333444,Production,22.0115276336,2025-11-22T00:00:00Z,2025-11-21T00:00:00Z,EUW1-Lambda-GB-Second:Function,1.5820785487,0.0718750000,OnDemand,Lambda-GB-Second,AWS Lambda,eu-west-1,Function,,,,1024 MB,{}
lid-00002957,2025-12-22T00:00:00Z/2025-12-23T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1b,1.8224712471,0.0625000000,USD,$0.0625 per Lambda-GB-Second for Function in eu-west-1,Usage,1.7313476847,0.0593750000,Invoke,AWSLambda,arn:aws:lambda:eu-west-1:555666777888:Function-3688,555666777888,Staging,29.1595399532,2025-12-23T00:00:00Z,2025-12-22T00:00:00Z,EUW1-Lambda-GB-Second:Function,2.0958419341,0.0718750000,OnDemand,Lambda-GB-Second,AWS Lambda,eu-west-1,Function,,,,1024 MB,"{""Environment"": ""production"", ""Team"": ""ml-ops"", ""CostCenter"": ""CC-3001"", ""Project"": ""recommendation-engine""}"
lid-00001226,2025-11-04T00:00:00Z/2025-11-05T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-central-1b,4.9991513011,0.1920000000,USD,$0.1920 per Hrs for m5.xlarge in eu-central-1,Usage,4.7491937360,0.1824000000,RunInstances,AmazonEC2,arn:aws:ec2:eu-central-1:555666777888:m5-xlarge-6681,555666777888,Staging,26.0372463598,2025-11-05T00:00:00Z,2025-11-04T00:00:00Z,EUC1-BoxUsage:m5.xlarge,5.7490239962,0.2208000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,eu-central-1,m5.xlarge,General purpose,Linux,4,16 GiB,"{""Environment"": ""production"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001"", ""Project"": ""data-pipeline""}"
lid-00000564,2025-10-16T00:00:00Z/2025-10-17T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1b,28.8796778237,1.0920000000,USD,$1.0920 per Hrs for ra3.xlplus in ap-southeast-1,Usage,27.4356939325,1.0374000000,CreateCluster,AmazonRedshift,arn:aws:redshift:ap-southeast-1:999000111222:ra3-xlplus-2843,999000111222,Data Platform,26.4465914137,2025-10-17T00:00:00Z,2025-10-16T00:00:00Z,APS1-Node:ra3.xlplus,33.2116294973,1.2558000000,OnDemand,Hrs,Amazon Redshift,ap-southeast-1,ra3.xlplus,RA3,,4,32 GiB,{}
lid-00000304,2025-10-09T00:00:00Z/2025-10-10T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1a,4.3329967745,0.1740000000,USD,$0.1740 per Hrs for db.m5.large in us-east-1,Usage,4.1163469357,0.1653000000,CreateDBInstance,AmazonRDS,arn:aws:rds:us-east-1:111222333444:db-m5-large-5333,111222333444,Production,24.9022803131,2025-10-10T00:00:00Z,2025-10-09T00:00:00Z,USE1-InstanceUsage:db.m5.large,4.9829462906,0.2001000000,OnDemand,Hrs,Amazon Relational Database Service,us-east-1,db.m5.large,General purpose,,2,8 GiB,"{""Environment"": ""dev"", ""Team"": ""ml-ops""}"
lid-00001896,2025-11-22T00:00:00Z/2025-11-23T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1b,4.6933397272,0.1600000000,USD,$0.1600 per Hrs for cache.m5.large in ap-southeast-1,Usage,4.4586727409,0.1520000000,CreateCacheCluster,AmazonElastiCache,arn:aws:elasticache:ap-southeast-1:111222333444:cache-m5-large-2478,111222333444,Production,29.3333732952,2025-11-23T00:00:00Z,2025-11-22T00:00:00Z,APS1-NodeUsage:cache.m5.large,5.3973406863,0.1840000000,OnDemand,Hrs,Amazon ElastiCache,ap-southeast-1,cache.m5.large,General purpose,,2,6.38 GiB,"{""Environment"": ""production"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00003075,2025-12-25T00:00:00Z/2025-12-26T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2c,15.7054367091,0.6620833333,USD,$0.6621 per Hrs for ml.g4dn.xlarge in us-west-2,Usage,14.9201648736,0.6289791667,CreateNotebookInstance,AmazonSageMaker,arn:aws:sagemaker:us-west-2:555666777888:ml-g4dn-xlarge-2001,555666777888,Staging,23.7212385789,2025-12-26T00:00:00Z,2025-12-25T00:00:00Z,USW2-Notebook:ml.g4dn.xlarge,18.0612522155,0.7613958333,OnDemand,Hrs,Amazon SageMaker,us-west-2,ml.g4dn.xlarge,Accelerated computing,,4,16 GiB,"{""Environment"": ""production"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001"", ""Project"": ""data-pipeline""}"
lid-00002797,2025-12-18T00:00:00Z/2025-12-19T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1b,2.7108615581,0.1260000000,USD,$0.1260 per Hrs for r5.large in eu-west-1,Usage,2.5753184802,0.1197000000,RunInstances,AmazonEC2,arn:aws:ec2:eu-west-1:555666777888:r5-large-3984,555666777888,Staging,21.5147742710,2025-12-19T00:00:00Z,2025-12-18T00:00:00Z,EUW1-BoxUsage:r5.large,3.1174907919,0.1449000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,eu-west-1,r5.large,Memory optimized,Linux,2,16 GiB,"{""Environment"": ""production"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00000588,2025-10-17T00:00:00Z/2025-10-18T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1c,8.7065425739,0.4800000000,USD,$0.4800 per Hrs for db.r5.xlarge in eu-west-1,Usage,8.2712154452,0.4560000000,CreateDBInstance,AmazonRDS,arn:aws:rds:eu-west-1:999000111222:db-r5-xlarge-1417,999000111222,Data Platform,18.1386303624,2025-10-18T00:00:00Z,2025-10-17T00:00:00Z,EUW1-InstanceUsage:db.r5.xlarge,10.0125239600,0.5520000000,OnDemand,Hrs,Amazon Relational Database Service,eu-west-1,db.r5.xlarge,Memory optimized,,4,32 GiB,"{""Environment"": ""production"", ""Team"": ""ml-ops"", ""CostCenter"": ""CC-3001"", ""Project"": ""recommendation-engine""}"
lid-00002389,2025-12-06T00:00:00Z/2025-12-07T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1b,3.5287166558,0.2300000000,USD,$0.2300 per Hrs for ml.m5.xlarge in us-east-1,Usage,3.3522808230,0.2185000000,CreateNotebookInstance,AmazonSageMaker,arn:aws:sagemaker:us-east-1:555666777888:ml-m5-xlarge-1562,555666777888,Staging,15.3422463297,2025-12-07T00:00:00Z,2025-12-06T00:00:00Z,USE1-Notebook:ml.m5.xlarge,4.0580241542,0.2645000000,OnDemand,Hrs,Amazon SageMaker,us-east-1,ml.m5.xlarge,General purpose,,4,16 GiB,"{""Environment"": ""dev"", ""Team"": ""ml-ops""}"
lid-00000211,2025-10-06T00:00:00Z/2025-10-07T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1b,4.0086430208,0.1908333333,USD,$0.1908 per Hrs for cache.r5.large in eu-west-1,Usage,3.8082108698,0.1812916667,CreateCacheCluster,AmazonElastiCache,arn:aws:elasticache:eu-west-1:555666777888:cache-r5-large-4531,555666777888,Staging,21.0059896288,2025-10-07T00:00:00Z,2025-10-06T00:00:00Z,EUW1-NodeUsage:cache.r5.large,4.6099394740,0.2194583333,OnDemand,Hrs,Amazon ElastiCache,eu-west-1,cache.r5.large,Memory optimized,,2,13.07 GiB,"{""Environment"": ""dev"", ""Team"": ""ml-ops""}"
lid-00000456,2025-10-13T00:00:00Z/2025-10-14T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1b,5.7738775543,0.2300000000,USD,$0.2300 per Hrs for ml.m5.xlarge in eu-west-1,Usage,5.4851836766,0.2185000000,CreateNotebookInstance,AmazonSageMaker,arn:aws:sagemaker:eu-west-1:999000111222:ml-m5-xlarge-8996,999000111222,Data Platform,25.1038154536,2025-10-14T00:00:00Z,2025-10-13T00:00:00Z,EUW1-Notebook:ml.m5.xlarge,6.6399591875,0.2645000000,OnDemand,Hrs,Amazon SageMaker,eu-west-1,ml.m5.xlarge,General purpose,,4,16 GiB,"{""Environment"": ""dev"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001""}"
lid-00000518,2025-10-15T00:00:00Z/2025-10-16T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,,0.5502226214,0.0208333333,USD,$0.0208 per GB-Mo for Standard in eu-central-1,Usage,0.5227114903,0.0197916667,PutObject,AmazonS3,arn:aws:s3:eu-central-1:555666777888:Standard-7270,555666777888,Staging,26.4106858282,2025-10-16T00:00:00Z,2025-10-15T00:00:00Z,EUC1-TimedStorage-ByteHrs:Standard,0.6327560146,0.0239583333,OnDemand,GB-Mo,Amazon Simple Storage Service,eu-central-1,Standard,,,,,"{""Environment"": ""production"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00001428,2025-11-09T00:00:00Z/2025-11-10T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1b,20.4516959138,1.0920000000,USD,$1.0920 per Hrs for ra3.xlplus in eu-west-1,Usage,19.4291111181,1.0374000000,CreateCluster,AmazonRedshift,arn:aws:redshift:eu-west-1:555666777888:ra3-xlplus-7465,555666777888,Staging,18.7286592617,2025-11-10T00:00:00Z,2025-11-09T00:00:00Z,EUW1-Node:ra3.xlplus,23.5194503009,1.2558000000,OnDemand,Hrs,Amazon Redshift,eu-west-1,ra3.xlplus,RA3,,4,32 GiB,"{""Environment"": ""dev"", ""Team"": ""ml-ops""}"
lid-00001346,2025-11-07T00:00:00Z/2025-11-08T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2c,0.9692630440,0.0333333333,USD,$0.0333 per Lambda-GB-Second for Function in us-west-2,Usage,0.9207998918,0.0316666667,Invoke,AWSLambda,arn:aws:lambda:us-west-2:999000111222:Function-7131,999000111222,Data Platform,29.0778913213,2025-11-08T00:00:00Z,2025-11-07T00:00:00Z,USW2-Lambda-GB-Second:Function,1.1146525006,0.0383333333,OnDemand,Lambda-GB-Second,AWS Lambda,us-west-2,Function,,,,512 MB,"{""Environment"": ""dev"", ""Team"": ""ml-ops""}"
lid-00002009,2025-11-26T00:00:00Z/2025-11-27T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1a,4.4364475180,0.1700000000,USD,$0.1700 per Hrs for c5.xlarge in eu-west-1,Usage,4.2146251421,0.1615000000,RunInstances,AmazonEC2,arn:aws:ec2:eu-west-1:111222333444:c5-xlarge-2044,111222333444,Production,26.0967501058,2025-11-27T00:00:00Z,2025-11-26T00:00:00Z,EUW1-BoxUsage:c5.xlarge,5.1019146457,0.1955000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,eu-west-1,c5.xlarge,Compute optimized,Linux,4,8 GiB,"{""Environment"": ""staging"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00003189,2025-12-28T00:00:00Z/2025-12-29T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-central-1a,1.4113980323,0.0750000000,USD,$0.0750 per GB for DeliveryStream in eu-central-1,Usage,1.3408281307,0.0712500000,PutRecord,AmazonKinesisFirehose,arn:aws:kinesisfirehose:eu-central-1:555666777888:DeliveryStream-1297,555666777888,Staging,18.8186404305,2025-12-29T00:00:00Z,2025-12-28T00:00:00Z,EUC1-DataIngested:DeliveryStream,1.6231077371,0.0862500000,OnDemand,GB,Amazon Kinesis Data Firehose,eu-central-1,DeliveryStream,,,,,"{""Environment"": ""production"", ""Team"": ""ml-ops"", ""CostCenter"": ""CC-3001"", ""Project"": ""recommendation-engine""}"
lid-00002561,2025-12-11T00:00:00Z/2025-12-12T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1a,4.2527161381,0.1600000000,USD,$0.1600 per Hrs for cache.m5.large in eu-west-1,Usage,4.0400803312,0.1520000000,CreateCacheCluster,AmazonElastiCache,arn:aws:elasticache:eu-west-1:555666777888:cache-m5-large-4793,555666777888,Staging,26.5794758632,2025-12-12T00:00:00Z,2025-12-11T00:00:00Z,EUW1-NodeUsage:cache.m5.large,4.8906235588,0.1840000000,OnDemand,Hrs,Amazon ElastiCache,eu-west-1,cache.m5.large,General purpose,,2,6.38 GiB,"{""Environment"": ""production"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001"", ""Project"": ""data-pipeline""}"
lid-00003131,2025-12-27T00:00:00Z/2025-12-28T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,,0.2550911578,0.0208333333,USD,$0.0208 per GB-Mo for Standard in eu-west-1,Usage,0.2423365999,0.0197916667,PutObject,AmazonS3,arn:aws:s3:eu-west-1:555666777888:Standard-5395,555666777888,Staging,12.2443755756,2025-12-28T00:00:00Z,2025-12-27T00:00:00Z,EUW1-TimedStorage-ByteHrs:Standard,0.2933548315,0.0239583333,OnDemand,GB-Mo,Amazon Simple Storage Service,eu-west-1,Standard,,,,,"{""Environment"": ""dev"", ""Team"": ""ml-ops""}"
lid-00001519,2025-11-11T00:00:00Z/2025-11-12T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1c,2.1033361406,0.0750000000,USD,$0.0750 per GB for DeliveryStream in ap-southeast-1,Usage,1.9981693335,0.0712500000,PutRecord,AmazonKinesisFirehose,arn:aws:kinesisfirehose:ap-southeast-1:555666777888:DeliveryStream-3235,555666777888,Staging,28.0444818740,2025-11-12T00:00:00Z,2025-11-11T00:00:00Z,APS1-DataIngested:DeliveryStream,2.4188365616,0.0862500000,OnDemand,GB,Amazon Kinesis Data Firehose,ap-southeast-1,DeliveryStream,,,,,"{""Environment"": ""production"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00002945,2025-12-22T00:00:00Z/2025-12-23T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2b,11.4708442488,0.4800000000,USD,$0.4800 per Hrs for db.r5.xlarge in us-west-2,Usage,10.8973020364,0.4560000000,CreateDBInstance,AmazonRDS,arn:aws:rds:us-west-2:999000111222:db-r5-xlarge-5228,999000111222,Data Platform,23.8975921850,2025-12-23T00:00:00Z,2025-12-22T00:00:00Z,USW2-InstanceUsage:db.r5.xlarge,13.1914708861,0.5520000000,OnDemand,Hrs,Amazon Relational Database Service,us-west-2,db.r5.xlarge,Memory optimized,,4,32 GiB,"{""Environment"": ""production"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00002590,2025-12-12T00:00:00Z/2025-12-13T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1b,0.8128344399,0.0333333333,USD,$0.0333 per Lambda-GB-Second for Function in ap-southeast-1,Usage,0.7721927179,0.0316666667,Invoke,AWSLambda,arn:aws:lambda:ap-southeast-1:555666777888:Function-9462,555666777888,Staging,24.3850331956,2025-12-13T00:00:00Z,2025-12-12T00:00:00Z,APS1-Lambda-GB-Second:Function,0.9347596058,0.0383333333,OnDemand,Lambda-GB-Second,AWS Lambda,ap-southeast-1,Function,,,,512 MB,"{""Environment"": ""production"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001"", ""Project"": ""data-pipeline""}"
lid-00001135,2025-11-01T00:00:00Z/2025-11-02T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,,1.4207009125,0.1041666667,USD,$0.1042 per GB for Distribution in us-east-1,Usage,1.3496658669,0.0989583333,GET,AmazonCloudFront,arn:aws:cloudfront:us-east-1:999000111222:Distribution-2256,999000111222,Data Platform,13.6387287599,2025-11-02T00:00:00Z,2025-11-01T00:00:00Z,USE1-DataTransfer-Out-Bytes:Distribution,1.6338060494,0.1197916667,OnDemand,GB,Amazon CloudFront,us-east-1,Distribution,,,,,{}
lid-00001597,2025-11-14T00:00:00Z/2025-11-15T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1b,17.2477231879,0.6800000000,USD,$0.6800 per Hrs for c5.4xlarge in eu-west-1,Usage,16.3853370285,0.6460000000,RunInstances,AmazonEC2,arn:aws:ec2:eu-west-1:111222333444:c5-4xlarge-7944,111222333444,Production,25.3642988057,2025-11-15T00:00:00Z,2025-11-14T00:00:00Z,EUW1-BoxUsage:c5.4xlarge,19.8348816661,0.7820000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,eu-west-1,c5.4xlarge,Compute optimized,Linux,16,32 GiB,"{""Environment"": ""production"", ""Team"": ""ml-ops"", ""CostCenter"": ""CC-3001"", ""Project"": ""recommendation-engine""}"
lid-00003044,2025-12-25T00:00:00Z/2025-12-26T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2b,12.2770792609,0.3840000000,USD,$0.3840 per Hrs for m5.2xlarge in us-west-2,Usage,11.6632252978,0.3648000000,RunInstances,AmazonEC2,arn:aws:ec2:us-west-2:999000111222:m5-2xlarge-6472,999000111222,Data Platform,31.9715605752,2025-12-26T00:00:00Z,2025-12-25T00:00:00Z,USW2-BoxUsage:m5.2xlarge,14.1186411500,0.4416000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,us-west-2,m5.2xlarge,General purpose,Linux,8,32 GiB,"{""Environment"": ""production"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00003191,2025-12-29T00:00:00Z/2025-12-30T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1a,5.3802856668,0.1920000000,USD,$0.1920 per Hrs for m5.xlarge in us-east-1,Usage,5.1112713834,0.1824000000,RunInstances,AmazonEC2,arn:aws:ec2:us-east-1:111222333444:m5-xlarge-8045,111222333444,Production,28.0223211812,2025-12-30T00:00:00Z,2025-12-29T00:00:00Z,USE1-BoxUsage:m5.xlarge,6.1873285168,0.2208000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,us-east-1,m5.xlarge,General purpose,Linux,4,16 GiB,"{""Environment"": ""staging"", ""Team"": ""frontend"", ""CostCenter"": ""CC-4001"", ""Project"": ""web-app""}"
